"group","inputs","g_sd_full","drop","drop_pct","drop_q025","drop_q975","sum_singles","interaction","inter_q025","inter_q975","retained","retained_pct","retained_q025","retained_q975"
"hypothesis_triple","GCPU_baseline+c_t+y_negative",0.340898916955095,-0.0211593471836501,-6.20692707757631,-0.061103868900145,0.025855984190575,-0.0188940004328655,-0.0013015097956873,-0.0142775169610648,0.0100184072211796,0.191097092833952,56.0568201685205,0.0824126465601742,0.395173582410782
"cpu_and_carbon","GCPU_baseline+c_t",0.340898916955095,-0.00539265655197274,-1.58189313129531,-0.0321942069139416,0.0209570210939649,-0.00534425440652389,-0.000225354772864839,-0.0067670528053372,0.00595003130010091,0.146101086972838,42.8575978703044,0.054326555830213,0.309819579268262
"all_climate","GCPU_baseline+c_t+l_t",0.340898916955095,-0.00134162342768987,-0.393554617208302,-0.0415988602297459,0.0319279176409493,-0.00175482986895409,0.000604619973268966,-0.0140115448479958,0.0166628370746065,0.184845810766567,54.2230560359675,0.0822074543215898,0.333937965304472
"financial","itraxx+VSTOXX",0.340898916955095,0.0572308544425697,16.7882183239991,0.00832541814630702,0.120677706603116,0.057638738651464,-0.000940850987795332,-0.0175391058096547,0.0171019006847811,0.317949097928409,93.2678521739895,0.137858348374168,0.522341216926146
