"input","z","raw_value","median","q05","q95"
"y_negative",0,-1.18015181331267,-0.0164666504304019,-0.209945348951913,0.189193652688596
"y_negative",0.125,-0.902165223768105,0.000808196230785346,-0.187264934718453,0.222446788373227
"y_negative",0.25,-0.624178634223536,0.0213932443867711,-0.166580405411708,0.263013492002512
"y_negative",0.375,-0.346192044678966,0.0412540369335434,-0.154466851619319,0.298047777105957
"y_negative",0.5,-0.0682054551343971,0.0639820259517887,-0.156211249556137,0.335433959500683
"y_negative",0.625,0.209781134410172,0.0806520364082439,-0.152216152048508,0.373859847259701
"y_negative",0.75,0.487767723954741,0.0984938205509384,-0.150942340310751,0.408880834132814
"y_negative",0.875,0.765754313499311,0.117963760861132,-0.151721120996079,0.43566647199528
"y_negative",1,1.04374090304388,0.130516475354884,-0.158398589551083,0.465332045213705
"y_negative",1.125,1.32172749258845,0.141127343156918,-0.166684048270723,0.494006507040668
"y_negative",1.25,1.59971408213302,0.154240985177561,-0.173267583792998,0.520098761996332
"y_negative",1.375,1.87770067167759,0.161480897370467,-0.179422967431846,0.540979654701042
"y_negative",1.5,2.15568726122216,0.172108442639803,-0.189052331795098,0.563617031530363
"y_negative",1.625,2.43367385076673,0.178861921239944,-0.195262906653579,0.583218803156433
"y_negative",1.75,2.7116604403113,0.183851311970107,-0.199046894235965,0.604396724921246
"y_negative",1.875,2.98964702985586,0.188468544267426,-0.202752388794256,0.625863176237864
"y_negative",2,3.26763361940043,0.194051208215234,-0.210433806430678,0.643959133117094
"y_negative",2.125,3.545620208945,0.199402474641045,-0.217631545649108,0.658297622013876
"y_negative",2.25,3.82360679848957,0.207974459268901,-0.221295582339179,0.670109086390538
"y_negative",2.375,4.10159338803414,0.213962267298687,-0.222949969542229,0.683501772294578
"y_negative",2.5,4.37957997757871,0.218529456250537,-0.229595084615001,0.691296196580421
"GCPU_baseline",-2.5,-2.68200473014302,-0.015135953543341,-0.383290834097413,0.353356300371044
"GCPU_baseline",-2.375,-2.53553849677063,-0.0153398420007687,-0.374776552746996,0.344598001748342
"GCPU_baseline",-2.25,-2.38907226339824,-0.0149349478012116,-0.365461960456809,0.33247884988714
"GCPU_baseline",-2.125,-2.24260603002584,-0.0154200077406779,-0.353924875395898,0.323523257229682
"GCPU_baseline",-2,-2.09613979665345,-0.0146363549907594,-0.344872080100929,0.307655542609744
"GCPU_baseline",-1.875,-1.94967356328106,-0.0162025717416385,-0.335256892236813,0.298988593663258
"GCPU_baseline",-1.75,-1.80320732990867,-0.0170958535944883,-0.32554484005281,0.286914813505391
"GCPU_baseline",-1.625,-1.65674109653627,-0.0184634026046418,-0.312418465403431,0.27259321447715
"GCPU_baseline",-1.5,-1.51027486316388,-0.0166981593839375,-0.301568965322108,0.259275506516997
"GCPU_baseline",-1.375,-1.36380862979149,-0.0162781547393299,-0.287661103707145,0.248418450987243
"GCPU_baseline",-1.25,-1.21734239641909,-0.0183010967203547,-0.276030754482673,0.230208085124105
"GCPU_baseline",-1.125,-1.0708761630467,-0.0203985740225672,-0.26651024724691,0.21570814927807
"GCPU_baseline",-1,-0.924409929674305,-0.0212910727743811,-0.25678393419746,0.198273993440052
"GCPU_baseline",-0.875,-0.777943696301912,-0.0230124513563713,-0.246160142688019,0.192016008855458
"GCPU_baseline",-0.75,-0.631477462929519,-0.0247655016289613,-0.243588815625609,0.176305930048933
"GCPU_baseline",-0.625,-0.485011229557125,-0.0243522429342714,-0.235597683216328,0.157404992275431
"GCPU_baseline",-0.5,-0.338544996184732,-0.026694302061353,-0.227665097387427,0.14684557565324
"GCPU_baseline",-0.375,-0.192078762812339,-0.0291902986542435,-0.220572945006511,0.13841877168277
"GCPU_baseline",-0.25,-0.0456125294399455,-0.0285857691378191,-0.211661553154249,0.141364460039906
"GCPU_baseline",-0.125,0.100853703932448,-0.0277946046844238,-0.21234184557311,0.142775220733369
"GCPU_baseline",0,0.247319937304841,-0.0260062709487537,-0.209574602478065,0.140814629870946
"GCPU_baseline",0.125,0.393786170677234,-0.0249338315704857,-0.20587623680977,0.138826464593073
"GCPU_baseline",0.25,0.540252404049628,-0.0242687003359263,-0.204621433823927,0.146244129691344
"GCPU_baseline",0.375,0.686718637422021,-0.0206144728119742,-0.202832770101442,0.151201813789246
"GCPU_baseline",0.5,0.833184870794414,-0.0189326969982514,-0.197147944800304,0.16475679886941
"GCPU_baseline",0.625,0.979651104166807,-0.0133979753962252,-0.200153559406737,0.178521873347676
"GCPU_baseline",0.75,1.1261173375392,-0.00802960880291873,-0.202711398408282,0.192124681181629
"GCPU_baseline",0.875,1.27258357091159,-0.00244267794322356,-0.209019549910489,0.208555106393029
"GCPU_baseline",1,1.41904980428399,0.00370460654422518,-0.217217900958227,0.236950266207838
"GCPU_baseline",1.125,1.56551603765638,0.00896349424904872,-0.225798170153885,0.258446034757074
"GCPU_baseline",1.25,1.71198227102877,0.0170001783586747,-0.228113250057431,0.281707091240529
