"scenario","T","rep","parameter","mean_divergent","mean_all","sd_all","z_shift"
"zero",520,7,"lp__",-1147.4964943339,-1145.36721412217,18.7532962944524,-0.113541650401016
"zero",520,7,"max_abs_W1",2.01815943461532,1.96559800719605,0.503117215935806,0.10447153417621
"zero",520,7,"nu",26.8446980695344,26.6068676891632,14.0641872879732,0.016910353616711
"zero",520,7,"mu",1.53339469845505,1.53352061464348,0.213696975336694,-0.000589227752242223
"zero",520,8,"mu",1.93739752575024,2.37220022124676,0.179553999749374,-2.42157064784652
"zero",520,8,"g_sd",0.0820693380693515,0.0311853289574937,0.0280597874131543,1.81341392087681
"zero",520,8,"phi",0.970216179079352,0.886310332719644,0.0545865011709581,1.53711713628476
"zero",520,8,"sum_w2",0.2411776225936,0.112947498403035,0.121282530773764,1.05728437040748
"zero",520,8,"tau_w",0.0852976671156337,0.0462162425231949,0.0501806774310441,0.778814208838505
"zero",520,8,"nu",29.812009121314,22.5023638580979,13.3519454496542,0.547459191679469
"zero",520,8,"sigma_eta",0.271414205313094,0.309326908580511,0.0972428681748265,-0.389876440082541
"zero",520,8,"h_bar",2.39657246253716,2.37966022824819,0.0929298670051973,0.181989222991362
"zero",520,8,"max_abs_W1",1.87541966220419,1.933504530301,0.495632477735684,-0.117193425988098
"zero",520,8,"lp__",-1373.65058706203,-1374.57739365128,20.063429125661,0.0461938277572534
"zero",520,9,"g_sd",0.120009094668813,0.0544407411713838,0.0464910058030281,1.41034491220146
"zero",520,9,"sum_w2",0.561795148905454,0.236296311000845,0.247493743430545,1.3151800663436
"zero",520,9,"tau_w",0.19742247849763,0.0862841177765716,0.0854216494763003,1.30105613041215
"zero",520,9,"phi",0.977886213566209,0.948989451641823,0.026526437728045,1.08935704901812
"zero",520,9,"lp__",-1257.90894344984,-1263.53876479893,18.6866583669177,0.301274911680013
"zero",520,9,"nu",30.0469740986836,26.6744504810023,14.0625957674499,0.239822268481006
"zero",520,9,"h_bar",1.96235981358549,1.97500646671002,0.080831732225923,-0.156456539730997
"zero",520,9,"max_abs_W1",2.03279474361639,1.96389557967639,0.502078469872325,0.137227879852167
"zero",520,9,"sigma_eta",0.331207831410295,0.333718146982841,0.058616196497904,-0.0428263129054353
"zero",520,9,"mu",1.95120315657256,1.95635620476173,0.46283482450072,-0.01113366565433
"zero",520,10,"mu",1.41302949278779,1.67784940749177,0.18315236103749,-1.44589954070956
"zero",520,10,"sum_w2",0.317470563781851,0.132903964531881,0.147153542350734,1.25424503074526
"zero",520,10,"phi",0.940196255728864,0.865847323706154,0.0600828953514588,1.23743923437445
"zero",520,10,"tau_w",0.111655510172144,0.0542109270882908,0.0595193554663565,0.965141215555059
"zero",520,10,"g_sd",0.0608215936211953,0.0349913096482924,0.0308653793904817,0.836869155117801
"zero",520,10,"max_abs_W1",1.52836759440039,1.92080991411202,0.495216055262359,-0.792466874895086
"zero",520,10,"sigma_eta",0.333209048753261,0.390326518930739,0.104052118433714,-0.548931353222421
"zero",520,10,"lp__",-1195.72124442992,-1203.43295015273,20.3849651797689,0.378303600462533
"zero",520,10,"h_bar",1.6787299269371,1.70531299544208,0.0927029806767501,-0.286755272709875
"zero",520,10,"nu",19.9389802908325,19.8635624734317,12.0083656816861,0.00628043977007383
