"scenario","chain","divergences","max_treedepth_hit","e_bfmi"
"strong",1,0,0,0.909042933315121
"strong",2,0,0,0.88380700348179
"strong",3,0,0,0.897068214507289
"strong",4,0,0,0.93001261464289
